age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,target,workclass_Imputed,occupation_Imputed
59.0, Self-emp-not-inc,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0, Self-emp-not-inc, Transport-moving
62.0, Private,10.0, Married-civ-spouse, Craft-repair, Wife, White, Female,1.0, United-States,0, Private, Craft-repair
53.0, Private,9.0, Widowed, Machine-op-inspct, Unmarried, Black, Female,38.0, United-States,0, Private, Machine-op-inspct
19.0, Private,9.0, Never-married, Other-service, Own-child, White, Male,30.0, United-States,0, Private, Other-service
36.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, Black, Female,40.0, United-States,0, Private, Adm-clerical
41.0, Private,7.0, Married-civ-spouse, Protective-serv, Husband, White, Male,55.0, United-States,0, Private, Protective-serv
22.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Male,40.0, United-States,0, Private, Other-service
27.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,88.0, United-States,0, Private, Prof-specialty
43.0, Private,9.0, Divorced, Farming-fishing, Not-in-family, Black, Male,40.0, United-States,0, Private, Farming-fishing
46.0, Private,7.0, Divorced, Handlers-cleaners, Unmarried, Black, Female,40.0, United-States,0, Private, Handlers-cleaners
30.0, Private,4.0, Separated, Handlers-cleaners, Not-in-family, White, Male,40.0, United-States,0, Private, Handlers-cleaners
28.0, Private,13.0, Never-married, Other-service, Not-in-family, White, Female,50.0, United-States,0, Private, Other-service
25.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0, Private, Transport-moving
34.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,48.0, United-States,0, Private, Adm-clerical
45.0, Self-emp-inc,11.0, Divorced, Sales, Unmarried, White, Female,30.0, United-States,0, Self-emp-inc, Sales
75.0, Self-emp-not-inc,7.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,30.0, United-States,0, Self-emp-not-inc, Exec-managerial
52.0, State-gov,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,70.0, Germany,1, State-gov, Prof-specialty
33.0, Private,9.0, Separated, Other-service, Unmarried, White, Female,40.0, United-States,0, Private, Other-service
18.0, Private,8.0, Never-married, Craft-repair, Own-child, White, Male,20.0, United-States,0, Private, Craft-repair
42.0, Private,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,50.0, United-States,1, Private, Craft-repair
63.0, Private,5.0, Separated, Craft-repair, Not-in-family, Black, Male,40.0, United-States,0, Private, Craft-repair
71.0, Private,4.0, Divorced, Craft-repair, Unmarried, White, Male,45.0, United-States,0, Private, Craft-repair
38.0, Private,9.0, Separated, Transport-moving, Unmarried, Black, Female,30.0, United-States,0, Private, Transport-moving
26.0, Private,9.0, Divorced, Adm-clerical, Own-child, White, Female,40.0, United-States,0, Private, Adm-clerical
23.0, Private,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,40.0, United-States,0, Private, Exec-managerial
43.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1, Private, Prof-specialty
25.0, Local-gov,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,40.0, United-States,0, Local-gov, Adm-clerical
28.0, Private,9.0, Never-married, Other-service, Not-in-family, Black, Female,48.0, United-States,0, Private, Other-service
34.0, Self-emp-not-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,35.0, United-States,0, Self-emp-not-inc, Exec-managerial
24.0, Private,9.0, Married-spouse-absent, Sales, Own-child, White, Female,36.0, United-States,0, Private, Sales
27.0, Private,13.0, Never-married, Protective-serv, Own-child, White, Female,40.0, United-States,0, Private, Protective-serv
50.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,60.0, United-States,1, Private, Sales
64.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,50.0, United-States,1, Private, Craft-repair
64.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,10.0, United-States,0, Private, Craft-repair
24.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0, Private, Adm-clerical
38.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1, Private, Exec-managerial
39.0, Private,13.0, Married-civ-spouse, Craft-repair, Wife, White, Female,6.0, United-States,1, Private, Craft-repair
38.0, Local-gov,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,20.0, United-States,0, Local-gov, Transport-moving
63.0, Private,13.0, Married-civ-spouse, Craft-repair, Wife, Black, Female,45.0, United-States,0, Private, Craft-repair
36.0, Private,13.0, Never-married, Craft-repair, Not-in-family, White, Male,35.0, United-States,0, Private, Craft-repair
37.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,60.0, United-States,1, Private, Exec-managerial
44.0, Self-emp-inc,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,1, Self-emp-inc, Exec-managerial
75.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,13.0, United-States,0, Private, Craft-repair
30.0, Private,5.0, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,40.0, Mexico,0, Private, Handlers-cleaners
45.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1, Local-gov, Prof-specialty
23.0, Self-emp-not-inc,9.0, Never-married, Transport-moving, Own-child, White, Male,40.0, United-States,0, Self-emp-not-inc, Transport-moving
29.0, Self-emp-not-inc,6.0, Divorced, Craft-repair, Not-in-family, White, Male,80.0, United-States,0, Self-emp-not-inc, Craft-repair
22.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, United-States,0, Private, Machine-op-inspct
44.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,45.0, United-States,0, Private, Craft-repair
22.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, United-States,0, Private, Machine-op-inspct
45.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40.0, United-States,0, Local-gov, Prof-specialty
33.0, State-gov,16.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,50.0, Hong,0, State-gov, Prof-specialty
27.0, Self-emp-not-inc,13.0, Never-married, Prof-specialty, Own-child, White, Female,40.0, United-States,0, Self-emp-not-inc, Prof-specialty
51.0, Private,16.0, Never-married, Craft-repair, Not-in-family, White, Male,40.0, United-States,1, Private, Craft-repair
42.0, Private,10.0, Divorced, Craft-repair, Not-in-family, White, Male,38.0, United-States,0, Private, Craft-repair
24.0, Private,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,40.0, United-States,0, Private, Machine-op-inspct
41.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,60.0, United-States,1, Private, Exec-managerial
35.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,50.0, United-States,0, Private, Sales
18.0, Private,8.0, Never-married, Craft-repair, Own-child, Black, Male,25.0, United-States,0, Private, Craft-repair
29.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,44.0, United-States,0, Private, Adm-clerical
43.0, Self-emp-not-inc,9.0, Married-civ-spouse, Sales, Husband, White, Male,45.0, United-States,0, Self-emp-not-inc, Sales
26.0, Private,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,45.0, United-States,0, Private, Handlers-cleaners
31.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40.0, United-States,0, Private, Craft-repair
46.0, Federal-gov,15.0, Separated, Prof-specialty, Unmarried, White, Female,40.0, Germany,1, Federal-gov, Prof-specialty
30.0, Self-emp-not-inc,12.0, Married-civ-spouse, Sales, Husband, White, Male,60.0, Iran,0, Self-emp-not-inc, Sales
41.0, Private,13.0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40.0, United-States,0, Private, Handlers-cleaners
54.0, Self-emp-inc,10.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,1, Self-emp-inc, Sales
37.0, State-gov,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,38.0, United-States,0, State-gov, Exec-managerial
32.0, Private,3.0, Never-married, Craft-repair, Unmarried, White, Female,45.0, Mexico,0, Private, Craft-repair
21.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,36.0, United-States,0, Private, Handlers-cleaners
32.0, Private,9.0, Never-married, Sales, Not-in-family, White, Female,45.0, United-States,0, Private, Sales
20.0, Private,10.0, Never-married, Other-service, Not-in-family, White, Female,32.0, United-States,0, Private, Other-service
23.0, Private,6.0, Never-married, Other-service, Not-in-family, White, Female,40.0, United-States,0, Private, Other-service
42.0, Private,10.0, Divorced, Craft-repair, Unmarried, White, Male,40.0, United-States,0, Private, Craft-repair
82.0, Private,10.0, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,3.0, United-States,0, Private, Craft-repair
54.0, Private,13.0, Divorced, Exec-managerial, Not-in-family, Black, Female,45.0, United-States,1, Private, Exec-managerial
30.0, Private,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,60.0, United-States,1, Private, Protective-serv
44.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
46.0, Local-gov,8.0, Married-civ-spouse, Other-service, Husband, White, Male,35.0, United-States,1, Local-gov, Other-service
45.0, State-gov,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,0, State-gov, Exec-managerial
18.0, Private,6.0, Never-married, Other-service, Own-child, White, Male,20.0, United-States,0, Private, Other-service
43.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,1, Private, Craft-repair
26.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,50.0, Mexico,0, Private, Adm-clerical
58.0, Private,14.0, Divorced, Prof-specialty, Not-in-family, White, Male,20.0, United-States,0, Private, Prof-specialty
49.0, Self-emp-not-inc,9.0, Divorced, Other-service, Not-in-family, White, Female,40.0, United-States,0, Self-emp-not-inc, Other-service
40.0, Private,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,40.0, United-States,0, Private, Adm-clerical
24.0, Private,5.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,40.0, United-States,0, Private, Machine-op-inspct
28.0, State-gov,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,55.0, United-States,0, State-gov, Exec-managerial
25.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,40.0, United-States,0, Private, Craft-repair
18.0, Private,7.0, Never-married, Other-service, Own-child, White, Male,20.0, Scotland,0, Private, Other-service
21.0, Private,9.0, Never-married, Other-service, Own-child, Black, Female,30.0, United-States,0, Private, Other-service
24.0, Private,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,50.0, United-States,0, Private, Tech-support
28.0, Private,9.0, Married-civ-spouse, Craft-repair, Own-child, White, Male,40.0, United-States,0, Private, Craft-repair
36.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0, Private, Transport-moving
35.0, Local-gov,9.0, Separated, Adm-clerical, Unmarried, White, Female,38.0, United-States,0, Local-gov, Adm-clerical
22.0, Private,11.0, Never-married, Craft-repair, Own-child, White, Male,40.0, United-States,0, Private, Craft-repair
29.0, Private,13.0, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40.0, Japan,0, Private, Adm-clerical
59.0, Local-gov,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,22.0, United-States,1, Local-gov, Exec-managerial
26.0, Local-gov,10.0, Never-married, Other-service, Own-child, Black, Female,10.0, Jamaica,0, Local-gov, Other-service
42.0, Private,14.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,40.0, United-States,0, Private, Sales
61.0, Private,7.0, Divorced, Other-service, Unmarried, White, Female,36.0, United-States,0, Private, Other-service
24.0, Private,9.0, Never-married, Craft-repair, Not-in-family, Black, Male,40.0, United-States,0, Private, Craft-repair
39.0, Self-emp-not-inc,5.0, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,40.0, Cuba,0, Self-emp-not-inc, Farming-fishing
35.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
22.0, State-gov,10.0, Never-married, Other-service, Own-child, White, Male,10.0, United-States,0, State-gov, Other-service
32.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1, Private, Prof-specialty
40.0, Private,10.0, Never-married, Exec-managerial, Unmarried, White, Female,40.0, United-States,0, Private, Exec-managerial
21.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Male,30.0, United-States,0, Private, Adm-clerical
50.0, Private,10.0, Never-married, Farming-fishing, Not-in-family, White, Male,40.0, United-States,0, Private, Farming-fishing
31.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1, Private, Prof-specialty
20.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,40.0, United-States,0, Private, Adm-clerical
28.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,40.0, United-States,0, Private, Handlers-cleaners
37.0, Private,9.0, Never-married, Transport-moving, Not-in-family, White, Male,40.0, United-States,0, Private, Transport-moving
70.0, Local-gov,10.0, Widowed, Adm-clerical, Not-in-family, White, Female,17.0, United-States,0, Local-gov, Adm-clerical
47.0, Private,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1, Private, Prof-specialty
67.0, Self-emp-not-inc,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Self-emp-not-inc, Craft-repair
26.0, State-gov,13.0, Never-married, Prof-specialty, Own-child, White, Male,40.0, United-States,0, State-gov, Prof-specialty
19.0, Private,10.0, Never-married, Other-service, Not-in-family, White, Female,30.0, United-States,0, Private, Other-service
45.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,52.0, United-States,1, Private, Machine-op-inspct
40.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,1, Private, Craft-repair
40.0, Private,9.0, Divorced, Transport-moving, Unmarried, White, Male,45.0, United-States,0, Private, Transport-moving
63.0, Private,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,36.0, United-States,1, Private, Prof-specialty
46.0, Private,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,55.0, United-States,0, Private, Craft-repair
61.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,40.0, United-States,0, Private, Craft-repair
25.0, Private,11.0, Never-married, Prof-specialty, Not-in-family, White, Male,40.0, United-States,0, Private, Prof-specialty
43.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,60.0, United-States,0, Private, Craft-repair
53.0, Local-gov,9.0, Widowed, Other-service, Not-in-family, White, Female,30.0, United-States,0, Local-gov, Other-service
38.0, Private,10.0, Divorced, Craft-repair, Unmarried, White, Male,40.0, United-States,0, Private, Craft-repair
50.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,55.0, United-States,1, Private, Exec-managerial
37.0, Local-gov,11.0, Never-married, Protective-serv, Not-in-family, White, Male,40.0, United-States,0, Local-gov, Protective-serv
62.0, Self-emp-not-inc,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,1, Self-emp-not-inc, Craft-repair
38.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, United-States,0, Private, Machine-op-inspct
28.0, State-gov,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,90.0, United-States,0, State-gov, Prof-specialty
45.0, Private,3.0, Married-civ-spouse, Transport-moving, Husband, White, Male,38.0, Mexico,0, Private, Transport-moving
34.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0, Private, Adm-clerical
44.0, Private,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,51.0, United-States,1, Private, Adm-clerical
31.0, Private,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,43.0, United-States,1, Private, Tech-support
38.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,65.0, United-States,0, Private, Craft-repair
32.0, Private,4.0, Widowed, Craft-repair, Not-in-family, White, Female,40.0, United-States,0, Private, Craft-repair
47.0, Private,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,50.0, United-States,0, Private, Exec-managerial
51.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,50.0, United-States,1, Private, Sales
33.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, Black, Male,40.0, United-States,0, Private, Adm-clerical
57.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,1, Private, Transport-moving
43.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, United-States,0, Private, Adm-clerical
18.0, Private,8.0, Never-married, Craft-repair, Other-relative, Black, Male,20.0, United-States,0, Private, Craft-repair
33.0, Private,7.0, Never-married, Sales, Not-in-family, White, Female,40.0, United-States,0, Private, Sales
28.0, Local-gov,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,40.0, United-States,0, Local-gov, Protective-serv
51.0, Private,6.0, Separated, Adm-clerical, Unmarried, Black, Female,40.0, United-States,0, Private, Adm-clerical
25.0, Private,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,40.0, United-States,0, Private, Adm-clerical
39.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,44.0, United-States,1, Private, Sales
46.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,60.0, United-States,1, Private, Craft-repair
28.0, Private,10.0, Married-civ-spouse, Sales, Husband, Black, Male,40.0, United-States,0, Private, Sales
19.0, Private,9.0, Never-married, Other-service, Own-child, Black, Female,40.0, United-States,0, Private, Other-service
29.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, Germany,0, Private, Exec-managerial
41.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,45.0, United-States,1, Private, Craft-repair
37.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, United-States,0, Private, Adm-clerical
20.0, Private,10.0, Never-married, Prof-specialty, Own-child, White, Male,25.0, United-States,0, Private, Prof-specialty
26.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,40.0, United-States,0, Private, Craft-repair
41.0, Private,11.0, Divorced, Craft-repair, Not-in-family, White, Male,80.0, United-States,0, Private, Craft-repair
27.0, Private,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,42.0, United-States,1, Private, Prof-specialty
37.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,50.0, United-States,1, Private, Sales
49.0, Self-emp-not-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,60.0, Scotland,1, Self-emp-not-inc, Exec-managerial
59.0, Self-emp-not-inc,9.0, Divorced, Other-service, Own-child, White, Female,24.0, United-States,0, Self-emp-not-inc, Other-service
69.0, Private,10.0, Widowed, Adm-clerical, Not-in-family, White, Female,24.0, United-States,0, Private, Adm-clerical
33.0, Private,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,60.0, United-States,1, Private, Prof-specialty
50.0, Private,10.0, Divorced, Sales, Not-in-family, White, Female,40.0, United-States,0, Private, Sales
47.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,60.0, United-States,1, Private, Exec-managerial
53.0, Private,9.0, Divorced, Machine-op-inspct, Unmarried, Black, Male,32.0, United-States,0, Private, Machine-op-inspct
37.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,45.0, United-States,1, Private, Craft-repair
34.0, Private,14.0, Never-married, Sales, Unmarried, White, Male,60.0, United-States,1, Private, Sales
63.0, Private,14.0, Married-civ-spouse, Craft-repair, Husband, White, Male,30.0, United-States,0, Private, Craft-repair
47.0, Local-gov,10.0, Never-married, Protective-serv, Not-in-family, Black, Male,40.0, United-States,0, Local-gov, Protective-serv
58.0, Private,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,0, Private, Exec-managerial
41.0, Private,10.0, Separated, Other-service, Not-in-family, Black, Male,40.0, United-States,0, Private, Other-service
30.0, Private,3.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, Mexico,0, Private, Machine-op-inspct
24.0, Private,10.0, Separated, Adm-clerical, Unmarried, White, Female,35.0, United-States,0, Private, Adm-clerical
19.0, Private,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,40.0, United-States,0, Private, Handlers-cleaners
59.0, Self-emp-not-inc,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,48.0, United-States,0, Self-emp-not-inc, Transport-moving
46.0, Local-gov,9.0, Never-married, Craft-repair, Own-child, White, Male,40.0, United-States,0, Local-gov, Craft-repair
32.0, Private,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,80.0, United-States,1, Private, Transport-moving
45.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,45.0, United-States,0, Private, Sales
59.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,34.0, United-States,0, Private, Adm-clerical
23.0, Private,10.0, Married-spouse-absent, Other-service, Not-in-family, White, Female,50.0, United-States,0, Private, Other-service
46.0, Private,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,40.0, United-States,0, Private, Farming-fishing
22.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,16.0, United-States,0, Private, Handlers-cleaners
39.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1, Private, Exec-managerial
46.0, Local-gov,13.0, Separated, Prof-specialty, Unmarried, White, Male,40.0, United-States,0, Local-gov, Prof-specialty
39.0, Private,8.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, United-States,0, Private, Machine-op-inspct
24.0, Private,10.0, Never-married, Adm-clerical, Own-child, Black, Female,20.0, United-States,0, Private, Adm-clerical
33.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,41.0, United-States,1, Private, Craft-repair
55.0, Private,13.0, Divorced, Adm-clerical, Unmarried, White, Female,73.0, United-States,0, Private, Adm-clerical
48.0, Private,6.0, Divorced, Sales, Not-in-family, White, Female,38.0, United-States,0, Private, Sales
30.0, Private,9.0, Divorced, Transport-moving, Not-in-family, White, Male,55.0, United-States,0, Private, Transport-moving
33.0, Local-gov,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, United-States,0, Local-gov, Adm-clerical
44.0, Private,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,29.0, United-States,1, Private, Prof-specialty
29.0, Self-emp-not-inc,12.0, Widowed, Sales, Unmarried, White, Female,40.0, United-States,1, Self-emp-not-inc, Sales
50.0, Local-gov,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0, Local-gov, Transport-moving
52.0, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,60.0, United-States,1, Self-emp-not-inc, Farming-fishing
50.0, Self-emp-inc,9.0, Married-civ-spouse, Sales, Husband, Black, Male,60.0, United-States,0, Self-emp-inc, Sales
44.0, Private,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,40.0, United-States,1, Private, Tech-support
38.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40.0, United-States,0, Private, Handlers-cleaners
60.0, Self-emp-inc,9.0, Divorced, Craft-repair, Not-in-family, White, Male,40.0, United-States,0, Self-emp-inc, Craft-repair
34.0, Private,11.0, Divorced, Tech-support, Unmarried, White, Female,40.0, United-States,0, Private, Tech-support
24.0, Local-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,40.0, United-States,0, Local-gov, Prof-specialty
45.0, Private,10.0, Married-civ-spouse, Sales, Husband, Black, Male,99.0, United-States,1, Private, Sales
41.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,35.0, United-States,0, Local-gov, Prof-specialty
90.0, Private,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,40.0, United-States,1, Private, Prof-specialty
35.0, Private,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,40.0, United-States,0, Private, Machine-op-inspct
21.0, Private,10.0, Never-married, Other-service, Not-in-family, White, Male,40.0, United-States,0, Private, Other-service
33.0, Self-emp-not-inc,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,25.0, United-States,1, Self-emp-not-inc, Prof-specialty
32.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,1, Private, Sales
49.0, Self-emp-not-inc,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Self-emp-not-inc, Craft-repair
36.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,44.0, United-States,0, Private, Sales
37.0, Self-emp-not-inc,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,84.0, United-States,0, Self-emp-not-inc, Farming-fishing
17.0, Private,7.0, Never-married, Craft-repair, Own-child, White, Female,20.0, United-States,0, Private, Craft-repair
59.0, Private,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
39.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50.0, United-States,1, Private, Machine-op-inspct
19.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,30.0, United-States,0, Private, Handlers-cleaners
29.0, Private,13.0, Divorced, Other-service, Unmarried, Other, Female,40.0, United-States,0, Private, Other-service
37.0, Private,9.0, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,42.0, United-States,0, Private, Craft-repair
48.0, Private,9.0, Widowed, Machine-op-inspct, Not-in-family, White, Female,10.0, United-States,0, Private, Machine-op-inspct
29.0, Self-emp-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,60.0, United-States,0, Self-emp-inc, Craft-repair
51.0, Local-gov,5.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,40.0, United-States,0, Local-gov, Transport-moving
36.0, Local-gov,13.0, Divorced, Adm-clerical, Unmarried, White, Female,35.0, Honduras,0, Local-gov, Adm-clerical
18.0, Private,9.0, Never-married, Other-service, Own-child, White, Female,8.0, United-States,0, Private, Other-service
74.0, State-gov,16.0, Never-married, Prof-specialty, Other-relative, White, Female,20.0, United-States,1, State-gov, Prof-specialty
33.0, Private,8.0, Divorced, Exec-managerial, Not-in-family, White, Male,40.0, United-States,0, Private, Exec-managerial
58.0, Private,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,38.0, United-States,0, Private, Exec-managerial
53.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0, Private, Transport-moving
51.0, Private,4.0, Never-married, Handlers-cleaners, Own-child, White, Male,19.0, United-States,0, Private, Handlers-cleaners
45.0, Private,11.0, Divorced, Handlers-cleaners, Not-in-family, White, Female,40.0, United-States,0, Private, Handlers-cleaners
28.0, Private,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,40.0, Canada,0, Private, Prof-specialty
43.0, Private,9.0, Divorced, Exec-managerial, Unmarried, White, Female,40.0, United-States,0, Private, Exec-managerial
32.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,45.0, United-States,1, Private, Prof-specialty
47.0, Private,9.0, Divorced, Craft-repair, Unmarried, White, Male,40.0, United-States,0, Private, Craft-repair
47.0, Private,10.0, Divorced, Exec-managerial, Unmarried, White, Female,40.0, United-States,0, Private, Exec-managerial
43.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,50.0, United-States,1, Private, Transport-moving
